ID,Segment ID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM
293,28262,Ocean Avenue,Crooke Avenue,Caton Avenue,NB,10/08/2019,163,113,82,72,95,320,559,663,659,498,544,461,486,475,410,426,412,361,412,351,311,228,185,129
293,28262,Ocean Avenue,Crooke Avenue,Caton Avenue,SB,10/08/2019,204,137,101,77,86,269,409,498,565,425,452,514,408,571,554,586,598,550,636,587,539,436,340,306
296,30310,Park Avenue,Washington Avenue,Hall Street,EB,10/08/2019,68,49,35,20,31,71,157,263,293,330,299,343,390,339,342,482,512,499,494,395,301,267,199,136
297,9003582,Park Avenue,Dead End,Dead End,WB,10/08/2019,83,65,38,33,54,125,255,415,330,286,234,257,261,212,275,356,451,442,396,302,244,199,164,158
297,9003582,Park Avenue,Dead End,Dead End,EB,10/08/2019,64,56,28,22,13,25,48,118,288,224,219,214,168,236,237,283,371,478,436,309,251,174,143,84
298,158747,Park Avenue,East 118 Street,East 119 Street,NB,10/08/2019,41,37,11,18,14,33,68,159,182,159,141,181,144,162,230,299,295,255,202,127,120,80,51,34
298,158833,Park Avenue,East 118 Street,East 119 Street,SB,10/08/2019,80,49,35,25,26,110,528,536,577,523,456,397,305,370,390,458,435,440,511,350,278,241,221,166
299,158948,Park Avenue,East 120 Street,East 121 Street,NB,10/08/2019,46,49,16,33,23,59,118,230,252,193,210,231,211,256,298,391,415,369,304,192,150,114,83,61
299,159172,Park Avenue,East 120 Street,East 121 Street,SB,10/08/2019,64,40,39,28,45,162,606,587,580,547,393,381,343,375,408,442,483,433,449,326,257,239,211,165
300,158713,Park Avenue,East 73 Street,East 74 Street,NB,10/08/2019,94,72,36,33,39,113,312,971,1108,1061,1138,1092,1089,1146,1404,1316,1354,1492,1406,1369,1087,954,694,337
300,158714,Park Avenue,East 73 Street,East 74 Street,SB,10/08/2019,163,66,42,37,45,142,539,1178,1397,1224,1225,1206,1056,1067,1086,1147,1244,1189,1358,1284,955,888,750,451
306,157143,Queens Boulevard,78 Avenue,Dead end,EB,10/08/2019,80,42,24,37,43,82,135,367,578,442,423,488,476,563,573,795,893,971,804,531,389,274,197,163
306,151373,Queens Boulevard,78 Avenue,Dead End,EB,10/08/2019,155,89,24,50,54,142,360,517,566,801,821,1026,969,1227,1552,2100,2046,1960,1956,1378,817,573,403,296
310,38203,Riverside Drive,West 113 Street,West 114 Street,NB,10/08/2019,15,11,7,12,6,18,16,39,50,21,38,59,61,50,48,48,74,84,73,47,43,37,33,14
313,58671,Rockaway Boulevard,143 Street,144 Street,EB,10/08/2019,212,129,81,70,96,221,376,622,610,511,446,463,494,532,701,819,939,826,723,656,404,332,319,267
313,58671,Rockaway Boulevard,143 Street,144 Street,WB,10/08/2019,132,56,46,55,118,381,1580,1439,1159,658,559,531,549,656,704,726,759,857,818,579,444,348,287,211
315,28612,Rogers Avenue,Lenox Road,Linden Boulevard,NB,10/08/2019,256,171,109,124,252,621,983,981,859,760,629,591,685,688,782,918,974,815,924,939,699,676,584,363
318,150637,Seaview Avenue,East 102 Street,East 103 Street,EB,10/08/2019,39,28,22,16,27,74,106,181,224,195,213,166,173,146,222,271,203,203,187,181,124,124,93,65
318,154275,Seaview Avenue,East 102 Street,East 103 Street,WB,10/08/2019,54,24,30,19,56,90,194,282,220,175,200,155,167,248,230,266,247,266,258,254,151,137,108,91
320,22539,Smith Street,Culver / 6 Avenue Line,Culver / 6 Avenue Line,NB,10/08/2019,76,49,50,45,47,176,318,342,300,301,259,295,265,332,259,276,322,324,319,271,254,233,163,140
321,64059,South Conduit Avenue,Hook Creek Boulevard,Dead End,EB,10/08/2019,379,197,127,191,270,478,935,1549,1915,1791,2371,2066,2396,2471,2867,2879,3263,2987,3063,2328,1839,1376,1112,676
321,64066,Sunrise Highway,Dead End,Hook Creek Boulevard,WB,10/08/2019,209,179,132,130,250,452,920,1481,1968,1711,1838,1929,2071,2001,2246,2540,2790,2462,2388,1908,1480,1054,850,496
323,32366,Spring Street,Crosby Street,Broadway,EB,10/08/2019,317,357,398,343,453,388,312,240,165,124,172,155,227,156,127,57,63,97,186,260,271,259,264,355
324,100527,Springfield Blvd,89 Ave,90 Ave,NB,10/08/2019,78,40,23,36,67,170,313,596,431,304,273,275,305,367,362,361,409,326,337,246,215,210,139,112
324,100527,Springfield Blvd,89 Ave,90  Ave,SB,10/08/2019,66,44,22,10,19,31,84,182,294,216,223,203,189,249,299,339,449,531,342,309,217,144,119,86
325,155739,Springfield Blvd,115 Rd,116 Ave,SB,10/08/2019,90,57,46,30,45,114,278,742,840,437,386,310,369,368,510,580,541,591,520,440,273,198,211,111
325,148948,Springfield Blvd,115 Rd,116 Ave,NB,10/08/2019,85,40,32,26,38,104,216,406,443,329,283,282,307,333,423,488,518,557,474,356,265,189,190,119
329,23752,St James Place,Madison Street,James Street,NB,10/08/2019,215,124,106,79,67,110,231,421,374,345,331,405,340,351,387,363,380,377,385,393,353,343,327,298
329,23752,St James Place,Madison Street,James Street,SB,10/08/2019,191,137,118,65,75,118,213,292,223,142,257,262,228,244,256,280,268,299,263,290,282,311,245,175
332,67754,Steinway St,35 Ave,36 Ave,NB,10/08/2019,240,176,137,132,118,69,79,153,184,236,263,275,329,350,336,346,353,322,324,322,281,282,267,247
332,67754,Steinway St,35 Ave,36 Ave,SB,10/08/2019,219,191,156,140,127,110,139,199,247,215,248,254,288,258,251,334,313,302,371,308,272,260,244,250
335,47393,Sutter Avenue,Hinsdale Street,Williams Avenue,EB,10/08/2019,60,38,27,14,26,18,51,76,182,137,164,139,161,177,162,155,228,252,224,207,185,162,131,108
335,47393,Sutter Avenue,Hinsdale Street,Williams Avenue,WB,10/08/2019,63,40,29,23,26,86,214,405,323,256,228,213,190,223,276,292,318,305,199,192,150,147,133,104
340,29025,Union Street,7 Avenue,8 Avenue,EB,10/08/2019,108,37,27,33,32,74,187,251,151,151,275,267,258,248,289,284,282,271,271,227,198,212,185,153
340,29025,Union Street,7 Avenue,8 Avenue,WB,10/08/2019,34,43,31,18,43,113,129,166,134,131,109,181,111,157,111,125,95,62,52,117,152,97,88,64
341,189924,Union Turnpike,141 Street,Dead end,EB,10/08/2019,144,99,54,47,50,80,252,634,687,462,414,381,387,433,576,792,904,811,734,624,443,359,297,228
341,191797,Union Turnpike,Dead end,Dead end,WB,10/08/2019,74,44,37,33,87,200,851,1242,997,636,487,453,466,456,587,696,638,712,641,502,380,292,240,139
346,31907,Varick Street,Broadway/ 7 Avenue Line,Broadway/ 7 Avenue Line,SB,10/08/2019,1316,1130,777,677,546,483,340,430,477,635,758,836,788,988,1387,1232,866,1083,1236,1386,1353,1438,1497,1425
351,72435,Wadsworth Avenue,West 187 Street,West 188 Street,NB,10/08/2019,46,31,26,9,21,20,37,102,107,86,87,143,118,116,132,142,147,126,106,106,108,78,83,65
351,72435,Wadsworth Avenue,West 187 Street,West 188 Street,SB,10/08/2019,48,41,24,12,24,30,84,174,143,115,95,106,118,135,148,172,191,174,139,109,111,109,90,75
355,38837,Mt Morris Park West,West 121 Street,West 122 Street,SB,10/08/2019,107,72,58,46,67,244,519,537,650,433,378,258,140,278,365,378,477,543,434,514,288,218,199,164
356,33891,West 29 Street,5 Avenue,Broadway,WB,10/08/2019,117,100,55,58,65,127,214,294,264,247,298,301,264,280,239,269,285,290,315,300,257,188,192,224
357,34178,West 42 Street,42 Street Shuttle Line,42 Street Shuttle Line,EB,10/08/2019,256,174,106,113,131,226,398,469,484,444,445,430,470,448,461,413,362,367,411,464,437,465,417,376
357,34178,West 42 Street,42 Street Shuttle Line,42 Street Shuttle Line,WB,10/08/2019,259,166,117,135,145,270,401,400,484,557,523,531,506,470,480,539,552,541,506,473,474,445,438,335
358,32137,West Broadway,Spring Street,Prince Street,NB,10/08/2019,111,100,67,49,44,118,214,270,323,328,157,277,306,315,319,309,216,240,301,374,250,222,234,200
358,32137,West Broadway,Spring Street,Prince Street,SB,10/08/2019,132,58,34,27,19,23,52,86,141,210,211,205,165,203,213,212,226,234,242,354,320,246,241,196
360,37277,West End Avenue,West 97 Street,West 98 Street,NB,10/08/2019,25,25,15,12,18,42,94,136,121,229,244,200,224,248,203,274,271,319,314,234,205,170,140,89
360,37277,West End Avenue,West 97 Street,West 98 Street,SB,10/08/2019,45,49,29,32,50,117,257,371,294,413,382,359,392,399,364,364,354,358,387,329,345,308,235,169
361,143526,West Street,West 12 Street,Dead end,NB,10/08/2019,542,306,211,216,318,793,1669,2388,2641,2449,2266,1900,1866,1919,2047,2660,2534,2609,2546,2207,1689,1431,1298,866
361,143524,West Street,Bike Path,Dead End,SB,10/08/2019,384,226,132,122,188,564,1442,1916,2171,2092,2056,1752,1715,1689,1879,2142,2090,1863,1969,1794,1488,1424,1132,826
362,158938,West Street,Dead end,Hubert Street,NB,10/08/2019,458,245,139,154,248,660,1640,2378,2510,2545,2179,1737,1788,1790,1926,2282,2214,2237,2121,1917,1465,1210,1157,802
362,158938,West Street,Dead end,Hubert Street,SB,10/08/2019,384,226,132,122,188,564,1442,1916,2171,2092,2056,1752,1715,1689,1879,2142,2090,1863,1969,1794,1488,1424,1132,826
363,229411,West Street,Tribeca Bridge,Dead end,NB,10/08/2019,424,223,136,165,260,747,1718,2549,2755,2667,2287,1895,1950,1944,2106,2291,2178,2288,2060,1936,1574,1280,1174,800
363,142684,West Street,Tribeca Bridge,Dead end,SB,10/08/2019,386,225,144,127,192,591,1486,1999,2195,2161,2138,1856,1811,1781,1983,2230,2207,2021,2062,1887,1551,1468,1175,833
365,150102,Woodhaven Blvd,Dead End,Lirr Main Line,SB,10/08/2019,667,455,287,235,264,447,885,1383,1416,1300,1419,1488,1538,1795,1924,1846,1808,1885,1954,1964,1667,1483,1219,961
365,152046,Woodhaven Blvd,Eliot Ave,Lirr Main Line,NB,10/08/2019,256,203,143,177,407,1196,1751,1528,1414,1800,1602,1437,1336,1398,1426,1368,1346,1342,1260,1125,1008,931,825,457
366,151668,Woodhaven Boulevard,95 Avenue,Dead end,SB,10/08/2019,46,29,25,26,29,84,197,313,230,166,197,196,190,221,267,290,246,271,273,207,141,117,100,71
366,137213,Woodhaven Boulevard,Dead end,Dead end,SB,10/08/2019,256,162,115,90,179,271,397,704,867,576,475,527,557,910,1456,1432,1553,1755,1538,1022,729,585,523,441
366,137212,Woodhaven Boulevard,Dead end,Dead end,NB,10/08/2019,161,106,85,118,251,781,1396,1219,1195,1181,975,811,821,906,988,1035,1049,1061,832,725,651,572,466,248
366,151665,Woodhaven Boulevard,95 Avenue,95 Street,NB,10/08/2019,53,26,26,26,40,110,414,566,525,300,232,219,236,256,336,304,309,326,265,210,160,144,103,73
368,68199,Woodside Avenue,Barnett Avenue,39 Avenue,NB,10/08/2019,31,9,14,7,14,29,82,136,183,144,112,167,167,160,179,200,239,195,171,136,94,94,62,36
368,68199,Woodside Avenue,Barnett Avenue,39 Avenue,SB,10/08/2019,47,34,19,16,25,64,137,247,248,195,179,226,234,221,237,285,293,280,262,160,124,97,66,52
25,9001279,21 St,Dead End,35 Ave,NB,10/09/2019,507,360,225,196,189,249,335,541,469,552,629,814,791,936,924,938,1157,1145,931,992,748,734,758,694
25,9001279,21 St,Dead End,35 Ave,SB,10/09/2019,244,210,217,250,470,883,1134,1057,1015,996,829,765,702,700,725,772,760,838,789,759,582,461,437,344
26,116269,225 St,114 Rd,Dead End,NB,10/09/2019,3,2,0,4,2,2,8,23,19,15,15,15,10,19,19,29,19,22,22,19,7,10,8,7
26,116269,225 St,114 Rd,Dead End,SB,10/09/2019,3,2,1,0,0,2,6,20,12,10,9,16,22,23,22,32,13,40,23,20,11,9,7,7
38,130569,32 Ave,86 St,Alley,WB,10/09/2019,57,39,24,24,57,98,234,359,354,255,184,183,169,213,241,302,326,341,306,346,160,97,117,96
1,33121,1 Avenue,East 12 Street,East 13 Street,NB,10/09/2019,810,523,374,308,337,538,891,1103,1138,1233,1122,1099,1007,977,986,1063,972,1096,1173,1204,1253,1107,1045,967
2,34656,1 Avenue,East 27 Street,East 28 Street,NB,10/09/2019,1015,862,577,381,302,347,541,986,1482,1576,1445,1576,1066,1206,1311,1312,1361,1280,1276,1303,1507,1265,1169,1099
3,9001099,1 Avenue,Dead end,Dead end,NB,10/09/2019,519,324,272,269,311,439,858,1259,1293,1018,1010,1112,1107,1210,1560,1580,1483,1600,1427,1168,1044,867,705,700
4,36674,1 Avenue,East 73 Street,East 74 Street,NB,10/09/2019,385,273,203,169,235,456,815,1572,1641,1028,1048,1125,1101,1159,1413,1549,1413,1660,1843,1640,1373,1090,907,609
5,38035,1 Avenue,East 97 Street,East 99 Street,NB,10/09/2019,551,363,257,249,379,471,784,1147,1108,888,968,997,1074,988,1065,1311,1388,1418,1317,903,846,974,760,793
6,33471,10 Avenue,West 27 Drive,West 28 Street,NB,10/09/2019,590,374,246,200,190,316,625,962,1172,1056,1117,1187,1269,1371,1468,1544,1506,1639,1667,1656,1531,1235,1257,966
7,33844,10 Avenue,West 46 Street,West 47 Street,NB,10/09/2019,849,632,459,440,517,977,1408,1642,1579,1618,1511,1523,1463,1426,1464,1589,1503,1423,1534,1401,1388,1321,1341,1168
9,33413,11 Avenue,West 28 Street,West 29 Street,SB,10/09/2019,369,247,148,155,183,399,668,868,1257,1284,1235,1041,980,942,1024,918,942,1005,1079,982,922,762,762,653
10,33760,11 Avenue,West 45 Street,West 46 Street,SB,10/09/2019,480,331,195,173,261,491,662,954,1149,1042,998,1043,1033,1109,1097,1209,1300,1260,1428,1387,1297,1184,1071,901
11,112817,111 Avenue,140 Street,141 Street,EB,10/09/2019,78,53,29,24,34,39,39,86,79,82,92,75,85,69,90,112,156,107,122,116,99,99,102,97
11,112817,111 Avenue,140 Street,141 Street,WB,10/09/2019,67,53,43,38,88,215,268,362,331,249,240,255,295,289,319,331,319,339,354,276,256,226,159,103
13,19641,13 Avenue,72 Street,73 Street,NB,10/09/2019,24,12,8,4,11,43,107,249,237,193,148,170,166,174,195,194,191,234,204,168,113,100,63,39
13,19641,13 Avenue,72 Street,73 Street,SB,10/09/2019,30,24,15,13,16,49,68,153,194,207,148,163,185,201,212,231,245,258,237,198,105,124,80,48
18,36112,2 Avenue,East 46 Street,East 47 Street,SB,10/09/2019,988,713,541,524,693,1147,1612,1828,2016,1401,1669,1711,1598,1723,1735,1839,1759,1980,2077,1926,2081,1989,2042,1571
19,34659,2 Avenue,East 27 Street,East 28 Street,SB,10/09/2019,860,545,377,252,308,635,1385,1403,1102,1005,1200,1519,1443,1286,952,1207,1435,1521,1551,1609,1594,1501,1249,1127
20,9001153,2 Avenue,Dead end,East 123 Street,SB,10/09/2019,351,218,186,251,442,893,1381,1415,1399,1576,1473,1176,1023,1114,1328,1194,1360,1482,1263,921,730,610,573,504
20,9001153,2 Avenue service rd,Dead end,East 123 Street,SB,10/09/2019,8,6,2,1,2,4,11,24,17,19,13,21,12,22,19,19,35,28,18,19,10,15,4,10
21,36671,2 Avenue,East 74 Street,East 75 Street,SB,10/09/2019,999,734,512,436,530,645,1071,1091,1144,1095,1024,932,864,933,943,1091,1123,1102,1173,1138,1193,1069,1224,1199
22,38055,2 Avenue,East 99 Street,East 100 Street,SB,10/09/2019,288,419,330,320,498,800,1190,1262,1317,1145,571,581,595,589,648,667,820,672,653,505,506,427,345,301
24,36837,21 St,45 Road,46 Ave,NB,10/09/2019,90,72,63,59,95,150,265,424,390,273,271,340,296,310,387,428,422,348,295,237,213,219,169,137
24,36837,21 St,45 Road,46 Ave,SB,10/09/2019,211,117,112,92,72,143,212,292,335,298,321,322,337,330,329,418,392,372,388,367,336,305,321,287
28,35960,3 Avenue,East 46 Street,East 47 Street,NB,10/09/2019,1064,688,497,471,434,770,1064,1426,1234,1105,1098,998,1085,1154,1275,1179,1141,1113,950,1177,1225,1312,1300,1272
29,36274,3 Avenue,Astoria Line,East 61 Street,NB,10/09/2019,680,555,330,389,462,670,1270,1669,1686,1569,1608,1446,1587,1537,1579,1426,1207,1399,1563,1571,1575,1493,1261,1010
31,22804,3 Avenue,Butler Street,Douglass Street,NB,10/09/2019,49,25,22,18,40,238,383,444,450,301,277,315,353,351,312,361,459,357,272,296,293,319,296,188
31,22804,3 Avenue,Butler Street,Douglass Street,SB,10/09/2019,64,27,43,31,40,70,201,156,215,130,174,180,200,225,248,237,316,278,307,319,243,172,145,107
33,36574,3 Avenue,East 73 Street,East 74 Street,NB,10/09/2019,1022,581,483,382,472,620,1220,1490,1528,1472,1388,1176,1257,1305,1464,1691,1775,1647,1539,1423,1641,1409,1604,1565
34,69185,3 Avenue,East 123 Street,East 124 Street,NB,10/09/2019,386,236,197,173,200,262,619,813,795,753,799,611,768,840,988,841,1156,1246,1025,804,824,848,667,535
36,130633,31 Avenue,88 Street,Alley,EB,10/09/2019,34,30,29,16,20,19,59,108,133,128,100,107,145,144,221,307,279,339,319,174,158,111,84,64
36,130633,31 Avenue,88 Street,Alley,WB,10/09/2019,21,20,20,19,18,72,182,319,332,183,166,155,174,198,209,187,208,181,156,143,103,107,82,41
37,67650,31 St,35 Ave,36 Ave,NB,10/09/2019,178,151,146,130,125,163,301,419,318,325,321,422,340,395,415,407,412,375,347,375,329,311,265,240
37,67650,31 St,35 Ave,36 Ave,SB,10/09/2019,101,95,68,73,97,164,282,319,238,226,238,265,216,255,247,313,224,295,237,222,153,163,151,141
38,130569,32 Ave,86 St,Alley,EB,10/09/2019,46,40,20,10,16,30,60,158,135,85,83,110,134,169,221,280,325,403,313,247,135,112,81,59
39,153067,34TH AVENUE,92nd Street,93rd Street,WB,10/09/2019,70,76,47,46,78,125,308,433,482,396,332,321,315,375,382,421,369,395,330,313,243,318,300,237
44,33305,3RD AVENUE,East 27th Street,East 28th Street,NB,10/09/2019,722,508,318,199,157,204,294,504,746,701,687,654,627,638,588,639,588,616,624,595,666,752,803,755
45,158092,4 Avenue,29 Street,30 Street,SB,10/09/2019,90,58,78,43,51,88,260,439,688,592,635,795,767,839,884,1589,1584,1386,1353,973,380,312,297,193
45,157979,4 Avenue,29 Street,30 Street,NB,10/09/2019,88,38,56,60,114,563,1213,1386,1210,809,727,744,713,816,901,934,876,872,771,611,440,332,277,179
46,158163,4 Avenue,Butler Street,Douglass Street,NB,10/09/2019,155,93,72,60,108,328,852,963,981,984,684,769,654,622,659,883,926,954,794,632,497,354,310,324
46,157722,4 Avenue,Butler Street,Douglass Street,SB,10/09/2019,174,108,89,63,82,144,225,322,506,482,416,499,466,447,535,705,760,809,773,575,497,337,309,478
50,33018,5 Avenue,West 25 Street,East 26 Street,SB,10/09/2019,824,547,358,272,269,435,815,1216,1389,1264,1162,1235,1208,1058,1127,1239,1226,1295,1468,1468,1467,1391,1215,1186
51,33886,5 Avenue,East 27 Street,East 28 Street,SB,10/09/2019,810,546,349,259,254,425,780,1147,1232,1088,956,988,995,926,973,1098,1059,1103,1219,1213,1206,1254,1121,1128
52,35806,5 Avenue,East 46 Street,East 47 Street,SB,10/09/2019,986,628,404,312,394,708,1404,2003,1908,1602,1610,1632,1543,1633,1535,1659,1867,1412,1466,1449,1876,1721,1646,1606
53,21115,5 Avenue,30 Street,31 Street,NB,10/09/2019,80,43,39,41,53,117,340,598,686,578,441,391,350,368,464,432,454,440,334,241,189,187,149,93
53,21115,5 Avenue,30 Street,31 Street,SB,10/09/2019,80,41,34,24,44,56,123,240,363,256,281,307,314,272,327,433,428,393,340,275,234,178,201,167
55,28923,5 Avenue,Douglass Street,De Graw Street,SB,10/09/2019,157,105,56,22,32,41,101,212,345,247,259,239,282,270,291,280,310,359,319,264,258,214,241,186
57,75343,58 Street,41 Drive,43 Avenue,NB,10/09/2019,61,23,16,18,31,68,139,164,200,138,164,181,195,189,215,275,225,297,271,218,203,160,118,95
57,75343,58 Street,41 Drive,43 Avenue,SB,10/09/2019,55,24,29,22,26,53,100,171,172,162,185,253,241,251,342,382,390,407,390,294,287,207,161,133
59,81591,59 Ave,92 St,94 St,EB,10/09/2019,86,40,24,15,33,67,196,260,225,248,261,269,312,334,289,326,308,394,421,545,394,288,245,132
64,20278,60 Street,18 Avenue,19 Avenue,WB,10/09/2019,94,49,27,29,50,96,208,443,535,650,535,507,468,494,424,436,511,537,562,514,422,387,219,135
68,74206,69 St,52 Ave,52 Rd,NB,10/09/2019,75,53,41,38,55,164,280,374,290,218,258,317,332,254,333,310,371,333,423,355,288,205,168,103
68,74206,69 St,52 Ave,52 Rd,SB,10/09/2019,90,53,29,37,36,77,216,352,266,242,276,265,280,336,357,449,484,449,438,311,227,255,154,152
72,108665,73 Place,Cooper Avenue,Dead end,NB,10/09/2019,17,10,10,9,24,49,156,274,187,158,184,156,146,174,213,199,184,179,185,144,87,81,65,43
73,32283,8 Avenue,Greenwich Avenue,14 Street/Canarsie Line,NB,10/09/2019,448,311,244,236,258,374,528,766,927,900,826,734,733,751,750,706,758,796,882,840,813,785,704,615
74,33968,8 Avenue,8 Avenue Line,8 Avenue Line,NB,10/09/2019,1061,765,618,589,671,877,1215,1364,1244,991,1035,1012,1021,1134,1164,1119,1054,990,1088,1186,1225,1166,1196,1212
80,33848,9 Avenue,West 45 Street,West 46 Street,SB,10/09/2019,931,630,470,378,429,530,836,1152,1268,1363,1251,1279,1316,1469,1517,1588,1545,1565,1617,1570,1483,1407,1309,1319
81,22345,9 Street,9 Street Bridge,2 Avenue,EB,10/09/2019,34,20,23,20,18,58,99,152,227,180,182,181,164,178,172,216,207,161,203,207,141,119,112,56
81,22345,9 Street,9 Street Bridge,2 Avenue,WB,10/09/2019,56,36,32,23,43,95,186,346,503,374,296,280,264,303,311,373,387,357,288,291,211,221,168,102
85,56878,Archer Ave,143 St,144 Pl,EB,10/09/2019,65,58,46,38,68,110,154,153,177,217,164,164,158,167,198,186,152,178,157,175,154,129,106,116
85,56878,Archer Ave,143 St,144 Place,WB,10/09/2019,56,33,14,44,29,94,191,306,280,189,224,180,205,178,192,232,179,152,163,170,123,84,56,70
86,28976,Ashland Place,4 Avenue Line,4 Avenue Line,NB,10/09/2019,22,13,8,15,22,40,86,111,180,177,155,124,130,131,158,148,181,180,179,156,135,114,74,101
86,28976,Ashland Place,4 Avenue Line,4 Avenue Line,SB,10/09/2019,42,21,8,14,25,39,65,75,107,144,149,114,111,108,102,143,201,213,214,221,154,156,85,99
88,150672,Atlantic Avenue,Lirr Atlantic Line,Lirr Atlantic Line,WB,10/09/2019,126,63,59,49,118,464,825,677,669,528,617,694,460,434,527,568,602,684,599,496,357,353,274,183
88,150673,Atlantic Avenue,Dead End,Dead End,EB,10/09/2019,244,187,89,43,130,430,761,754,694,590,487,443,522,530,423,627,779,786,582,509,488,388,303,222
88,150674,Atlantic Avenue,Williams Avenue,Alabama Avenue,EB,10/09/2019,402,215,175,153,240,415,642,852,1000,822,797,674,811,995,1051,970,884,902,881,1111,963,808,614,514
89,157948,Atlantic Avenue,Autumn Avenue,Lincoln Avenue,EB,10/09/2019,202,153,83,41,128,388,624,629,583,493,399,367,412,405,344,531,630,651,486,438,400,321,248,185
89,157545,Atlantic Avenue,Autumn Avenue,Lincoln Avenue,WB,10/09/2019,151,123,107,167,291,449,596,701,575,558,472,568,696,651,679,619,735,617,600,637,565,430,358,280
90,158124,Atlantic Avenue,Classon Avenue,Franklin Avenue Shuttle Line,EB,10/09/2019,453,230,167,146,168,254,596,919,1064,959,891,970,926,962,1126,1440,1546,1683,1536,1425,1168,870,874,649
93,34607,Avenue C,East 11 Street,East 12 Street,SB,10/09/2019,113,79,54,35,66,88,120,156,173,201,154,198,233,260,229,230,209,210,226,221,220,284,221,193
93,34607,Avenue C,East 11 Street,East 12 Street,NB,10/09/2019,40,58,38,38,71,115,153,120,162,207,232,228,250,253,238,206,163,193,191,155,154,150,141,132
97,40998,Avenue N,Schenectady Avenue,East 48 Street,EB,10/09/2019,54,34,25,18,26,65,112,299,266,259,225,266,263,297,327,409,377,397,390,332,253,203,148,120
97,40998,Avenue N,Schenectady Avenue,East 48 Street,WB,10/09/2019,28,12,23,13,29,103,208,423,278,230,195,232,249,241,296,283,268,284,258,187,132,111,100,70
98,32126,Avenue of the Americas,8 Avenue Line,8 Avenue Line,NB,10/09/2019,1031,727,464,415,444,729,1007,1343,1303,1269,1380,1256,1224,1321,1270,953,628,798,744,795,900,1214,1210,1086
101,25995,Avenue U,East 14 Street,East 15 Street,EB,10/09/2019,65,48,30,24,25,41,101,217,333,252,215,214,246,234,250,295,335,314,311,271,194,178,133,101
101,25995,Avenue U,East 14 Street,East 15 Street,WB,10/09/2019,40,28,28,16,21,75,154,292,336,258,282,211,247,232,247,294,284,341,344,253,215,163,123,65
107,19437,Bay Ridge Parkway,11 Avenue,12 Avenue,NB,10/09/2019,74,48,33,34,65,152,360,603,636,548,497,469,540,495,595,562,571,548,499,423,340,270,217,128
107,19437,Bay Ridge Parkway,11 Avenue,12 Avenue,SB,10/09/2019,130,75,43,38,55,121,332,651,646,560,589,540,520,569,616,699,686,695,633,524,446,355,268,208
111,29688,Bedford Avenue,Hancock Street,Halsey Street,NB,10/09/2019,498,342,234,206,388,726,1098,1097,1019,935,926,939,944,943,937,989,995,1044,1016,975,938,885,831,641
112,30786,Bedford Avenue,North 1 Street,Grand Street,NB,10/09/2019,175,162,78,53,49,81,152,236,168,212,223,240,259,214,219,241,224,237,238,246,235,239,217,214
113,112603,Bedford Avenue,Lenox Road,Caton Avenue,SB,10/09/2019,146,81,57,44,42,79,178,278,331,334,372,364,394,399,413,471,399,391,476,412,310,278,256,198
114,28514,Bedford Avenue,Farragut Road,Glenwood Road,NB,10/09/2019,2,21,14,16,25,76,239,351,313,337,238,247,219,234,236,220,266,298,259,201,136,154,106,55
114,28514,Bedford Avenue,Farragut Road,Glenwood Road,SB,10/09/2019,34,25,26,12,12,41,93,214,234,205,192,178,183,193,198,203,244,256,207,189,162,140,98,77
116,29662,BEDFORD AVENUE,St Marks Avenue,Prospect Place,NB,10/09/2019,48,24,12,16,15,19,56,108,138,165,177,155,184,208,216,247,354,310,267,229,136,137,93,75
116,29662,BEDFORD AVENUE,St Marks Avenue,Prospect Place,SB,10/09/2019,152,122,85,58,38,67,206,422,549,470,453,406,299,364,380,354,397,407,446,401,365,287,254,204
122,275334,Bowery,Prince Street,Stanton Street,SB,10/09/2019,738,448,257,165,158,235,510,668,897,1124,1197,1305,953,919,1098,1074,959,952,1044,1181,1164,1271,1362,1192
122,275302,Bowery,Prince Street,Stanton Street,NB,10/09/2019,506,430,390,226,257,281,556,680,637,594,598,502,560,529,512,550,388,494,583,600,623,507,560,580
123,32787,Broadway,Broadway Line,Broadway Line,SB,10/09/2019,474,339,187,166,162,300,469,691,777,672,705,582,707,673,828,808,769,784,914,848,946,943,889,792
126,159040,BROADWAY,West 99th Street,West 100th Street,SB,10/09/2019,291,195,162,119,100,101,167,359,475,434,444,421,418,434,436,412,432,397,431,380,430,428,377,386
127,159183,Broadway,West 74 Street,West 75 Street,NB,10/09/2019,52,23,23,15,35,51,95,165,187,240,261,281,346,328,279,349,313,264,207,185,131,126,97,80
127,159067,Broadway,West 74 Street,West 75 Street,SB,10/09/2019,211,168,117,83,132,185,318,525,631,637,598,623,631,623,628,707,597,549,654,629,532,568,457,387
128,159215,Broadway,West 120 Street,West 121 Street,NB,10/09/2019,101,71,41,32,23,55,94,204,275,309,303,382,389,388,381,488,597,484,373,300,241,228,148,110
